Family Name,Style Name,Width,Height,Aspect Ratio,x-height,Density,Slant,Curve,Serif,
Judson,Italic,0.220000,0.268526,0.667732,0.220000,0.321764,0.253750,0.379294,0.078000,
Judson,Regular,0.208105,0.268316,0.687752,0.220000,0.353119,0.246647,0.415482,0.058000,
Julee,Regular,0.203895,0.325474,0.689607,0.270000,0.345566,0.166885,0.257788,0.078000,
Julius Sans One,Regular,0.226526,0.320526,0.731157,0.320000,0.235230,0.236993,0.375091,0.021000,
Junge,Regular,0.232526,0.332316,0.710090,0.260000,0.274448,0.192634,0.297098,0.053000,
Jura,DemiBold,0.209158,0.276105,0.688520,0.240000,0.411183,0.150369,0.252188,0.038000,
Jura,Light,0.183684,0.280737,0.724252,0.250000,0.262299,0.236278,0.392802,0.034000,
Jura,Medium,0.200421,0.274737,0.694566,0.240000,0.358938,0.149414,0.271566,0.025000,
Jura,Book,0.191895,0.272105,0.707569,0.240000,0.339409,0.197815,0.319242,0.031000,
Just Another Hand,Regular,0.134105,0.295053,0.743137,0.240000,0.433865,0.171700,0.263080,0.075000,
Just Me Again Down Here,Regular,0.163895,0.275579,0.711105,0.180000,0.367711,0.208336,0.306910,0.060000,
Kadwa,Bold,0.261684,0.339263,0.667280,0.280000,0.528871,0.156612,0.318355,0.069000,
Kadwa,Regular,0.243789,0.322000,0.679285,0.260000,0.422385,0.163105,0.292607,0.057000,
Kalam,Bold,0.250000,0.342316,0.657818,0.260000,0.461170,0.235198,0.358638,0.117000,
Kalam,Light,0.221053,0.310105,0.670199,0.240000,0.274526,0.187284,0.252709,0.067000,
Kalam,Regular,0.231263,0.326947,0.665512,0.250000,0.348613,0.196580,0.244811,0.086000,
Kameron,Bold,0.260632,0.293368,0.664436,0.220000,0.508894,0.184678,0.345651,0.065000,
Kameron,Regular,0.237263,0.287474,0.684598,0.220000,0.356187,0.186538,0.324373,0.062000,
Kanit,Black Italic,0.302105,0.297158,0.631543,0.240000,0.618602,0.161727,0.269270,0.086000,
Kanit,Black,0.270105,0.296947,0.639367,0.240000,0.692749,0.116316,0.257252,0.026000,
Kanit,Bold Italic,0.280632,0.295158,0.634997,0.240000,0.548174,0.184795,0.323303,0.084000,
Kanit,Bold,0.246421,0.294842,0.649680,0.240000,0.640045,0.132696,0.268732,0.029000,
Kanit,ExtraBold Italic,0.288842,0.296316,0.632546,0.240000,0.587840,0.167965,0.298679,0.082000,
Kanit,ExtraBold,0.252316,0.296105,0.645617,0.240000,0.682243,0.127537,0.287313,0.025000,
Kanit,ExtraLight Italic,0.231053,0.288842,0.665454,0.240000,0.235529,0.227877,0.324056,0.051000,
Kanit,ExtraLight,0.202105,0.288737,0.708863,0.240000,0.268575,0.183074,0.312478,0.028000,
Kanit,Italic,0.249053,0.291579,0.649048,0.240000,0.404723,0.169406,0.290886,0.073000,
Kanit,Light Italic,0.238526,0.290737,0.655730,0.240000,0.323802,0.156119,0.228203,0.062000,
Kanit,Light,0.209579,0.290105,0.689472,0.240000,0.372229,0.135623,0.266118,0.029000,
Kanit,Medium Italic,0.258632,0.292842,0.643939,0.240000,0.463069,0.190031,0.345029,0.082000,
Kanit,Medium,0.232421,0.291895,0.662816,0.240000,0.523062,0.141750,0.343831,0.029000,
Kanit,Regular,0.216421,0.290737,0.677619,0.240000,0.489339,0.136821,0.293278,0.030000,
Kanit,SemiBold Italic,0.270947,0.294632,0.637605,0.240000,0.497994,0.187129,0.329549,0.083000,
Kanit,SemiBold,0.238526,0.294105,0.654942,0.240000,0.570094,0.147141,0.307816,0.030000,
Kanit,Thin Italic,0.218947,0.289895,0.676770,0.240000,0.131899,0.317512,0.429458,0.032000,
Kanit,Thin,0.185789,0.290105,0.761076,0.240000,0.167932,0.282064,0.426567,0.022000,
Kantumruy Regular,Bold,0.077684,0.123158,0.643133,0.000000,0.174292,0.076737,0.128998,0.000000,
Kantumruy Regular,Regular,0.068947,0.117158,0.664507,0.000000,0.091381,0.110402,0.180687,0.000000,
Kantumruy Regular,Regular,0.073368,0.120000,0.649988,0.000000,0.147243,0.073723,0.126538,0.000000,
Karla,BoldItalic,0.225895,0.314632,0.665417,0.250000,0.450199,0.174815,0.300404,0.053000,
Karla,Bold,0.230842,0.313684,0.675645,0.250000,0.479604,0.169118,0.317533,0.034000,
Karla,Italic,0.205579,0.301053,0.679348,0.240000,0.332813,0.151605,0.229716,0.054000,
Karla,Regular,0.209368,0.301158,0.701069,0.240000,0.380972,0.151025,0.244769,0.028000,
Karla Tamil Inclined,Bold,0.088421,0.129684,0.641396,0.000000,0.199541,0.088407,0.176216,0.000000,
Karla Tamil Inclined,Regular,0.078737,0.122421,0.653205,0.000000,0.164450,0.091711,0.152706,0.000000,
Karla Tamil Upright,Bold,0.088105,0.128421,0.650136,0.000000,0.213688,0.082307,0.175144,0.000000,
Karla Tamil Upright,Regular,0.079474,0.120632,0.667373,0.000000,0.177997,0.091279,0.165371,0.000000,
Karma,Bold,0.238316,0.312211,0.677631,0.250000,0.457256,0.178470,0.307858,0.075000,
Karma,Light,0.210526,0.304000,0.707586,0.240000,0.296597,0.221865,0.329211,0.059000,
Karma,Medium,0.224316,0.311895,0.695873,0.250000,0.368304,0.177008,0.286284,0.064000,
Karma,Regular,0.217579,0.303158,0.696260,0.240000,0.337371,0.195672,0.284382,0.064000,
Karma,Semibold,0.231053,0.311263,0.684384,0.250000,0.403126,0.175786,0.277815,0.069000,
Kaushan Script,Regular,0.270211,0.361158,0.653383,0.270000,0.331660,0.210188,0.340819,0.129000,
Kavoon,Regular,0.265684,0.352105,0.662723,0.290000,0.589232,0.168714,0.277646,0.107000,
Kdam Thmor,Regular,0.077684,0.123158,0.643133,0.000000,0.174292,0.076737,0.128998,0.000000,
Keania One,Regular,0.223579,0.334105,0.685761,0.250000,0.555174,0.071072,0.193454,0.043000,
Kelly Slab,Regular,0.204105,0.333895,0.718032,0.250000,0.383300,0.142390,0.227318,0.068000,
Kenia,Regular,0.183263,0.321474,0.706112,0.250000,0.600971,0.163956,0.332647,0.068000,
Khand Black,Regular,0.193368,0.333895,0.704101,0.300000,0.629985,0.118464,0.257431,0.029000,
Khand Bold,Regular,0.175789,0.317684,0.719258,0.290000,0.528393,0.125397,0.309120,0.029000,
Khand ExtraBold,Regular,0.183158,0.331474,0.718952,0.300000,0.582580,0.124113,0.307808,0.025000,
Khand ExtraLight,Regular,0.149368,0.309474,0.773468,0.280000,0.312224,0.177116,0.316831,0.028000,
Khand Light,Regular,0.153368,0.312211,0.764920,0.290000,0.354715,0.147152,0.285581,0.028000,
Khand,Medium,0.168526,0.316421,0.733126,0.290000,0.489779,0.117249,0.256153,0.026000,
Khand,Regular,0.162842,0.313789,0.742257,0.290000,0.434965,0.115067,0.227626,0.029000,
Khand SemiBold,Regular,0.167684,0.315789,0.735782,0.290000,0.490307,0.115030,0.255138,0.024000,
Khand SemiLight,Regular,0.156737,0.313158,0.755396,0.290000,0.392605,0.135499,0.267424,0.024000,
Khmer,Regular,0.074421,0.116842,0.646178,0.000000,0.158396,0.064303,0.131917,0.000000,
Khula,Bold,0.226105,0.304947,0.676418,0.260000,0.541807,0.163755,0.338468,0.029000,
Khula,ExtraBold,0.240421,0.304000,0.662927,0.260000,0.612227,0.154825,0.319607,0.027000,
Khula,Light,0.197158,0.299263,0.729922,0.250000,0.257893,0.210364,0.376146,0.020000,
Khula,Regular,0.207263,0.309684,0.705968,0.260000,0.366875,0.133356,0.245868,0.029000,
Khula,Semibold,0.216526,0.309263,0.690928,0.260000,0.459671,0.156357,0.314900,0.028000,
Kite One,Regular,0.247474,0.380632,0.687110,0.280000,0.298828,0.125645,0.174777,0.070000,
Knewave,Regular,0.308421,0.389263,0.641137,0.300000,0.493366,0.185028,0.282294,0.145000,
Kokoro,Regular,0.000000,0.000000,0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,
KoPub Batang,Bold,0.246526,0.345579,0.682763,0.250000,0.367885,0.159436,0.253730,0.083000,
KoPub Batang,Light,0.237684,0.342842,0.703122,0.250000,0.280962,0.198672,0.307445,0.068000,
KoPub Batang,Regular,0.240421,0.344000,0.692563,0.250000,0.322588,0.173999,0.269519,0.077000,
Kotta One,Regular,0.221895,0.322211,0.678895,0.260000,0.321017,0.176211,0.271453,0.103000,
Koulen,Regular,0.237684,0.304632,0.649192,0.310000,0.227870,0.062450,0.191766,0.020000,
Kranky,Regular,0.248316,0.313895,0.677137,0.240000,0.235141,0.231429,0.356287,0.105000,
Kreon,Bold,0.232000,0.319263,0.671639,0.250000,0.484973,0.175086,0.314414,0.071000,
Kreon,Light,0.201053,0.310632,0.703317,0.240000,0.349688,0.184405,0.298540,0.068000,
Kreon,Regular,0.215789,0.316526,0.686221,0.250000,0.425547,0.169156,0.270225,0.074000,
Kristi,Medium,0.170737,0.278947,0.693784,0.250000,0.255236,0.327515,0.460699,0.060000,
Krona One,Regular,0.316632,0.361579,0.675385,0.290000,0.503442,0.157304,0.298318,0.024000,
Kurale,Regular,0.222842,0.298842,0.676592,0.240000,0.364162,0.178828,0.297551,0.084000,
La Belle Aurore,Regular,0.266632,0.326316,0.658207,0.230000,0.242236,0.199326,0.276522,0.127000,
Laila,Bold,0.267684,0.365684,0.672525,0.270000,0.502402,0.176499,0.278661,0.071000,
Laila,Light,0.219474,0.332632,0.713502,0.260000,0.310633,0.155928,0.262559,0.052000,
Laila,Medium,0.240737,0.343053,0.691781,0.260000,0.406920,0.160383,0.251984,0.058000,
Laila,Regular,0.229789,0.335053,0.703489,0.260000,0.352852,0.148737,0.232424,0.051000,
Laila,Semibold,0.253789,0.348421,0.678288,0.260000,0.454436,0.173096,0.275140,0.058000,
Lakki Reddy,Regular,0.258632,0.317684,0.671187,0.260000,0.413338,0.171954,0.292795,0.099000,
Lancelot,Regular,0.208526,0.263158,0.700751,0.190000,0.293389,0.263766,0.429411,0.075000,
Lao Muang Don,Regular,0.247368,0.326526,0.631663,0.330000,0.616472,0.089952,0.185901,0.076000,
Lao Muang Khong,Regular,0.247368,0.326526,0.631663,0.330000,0.616472,0.089952,0.185901,0.076000,
Lao Sans Pro,Regular,0.247368,0.326526,0.631663,0.330000,0.616472,0.089952,0.185901,0.076000,
Lateef,Regular,0.175368,0.229053,0.698484,0.170000,0.324920,0.316839,0.517196,0.057000,
Lato,Black Italic,0.251158,0.322211,0.661448,0.260000,0.505934,0.183017,0.339106,0.068000,
Lato,Black,0.242947,0.322000,0.673634,0.260000,0.551999,0.173599,0.331668,0.022000,
Lato,Bold Italic,0.241368,0.321158,0.667880,0.260000,0.439289,0.179671,0.315982,0.067000,
Lato,Bold,0.235474,0.320737,0.683317,0.260000,0.483907,0.171241,0.342993,0.025000,
Lato,Hairline Italic,0.201263,0.308421,0.744321,0.250000,0.088974,0.179189,0.284040,0.024000,
Lato,Hairline,0.193474,0.307684,0.869980,0.250000,0.124888,0.188728,0.278548,0.012000,
Lato,Italic,0.227789,0.320526,0.682107,0.260000,0.354213,0.166304,0.237736,0.062000,
Lato,Light Italic,0.211895,0.311263,0.723618,0.250000,0.235179,0.254702,0.400383,0.041000,
Lato,Light,0.207474,0.311263,0.733853,0.250000,0.257085,0.233146,0.393149,0.023000,
Lato,Regular,0.222421,0.320421,0.700279,0.260000,0.387332,0.168378,0.277329,0.029000,
League Script,League Script,0.307474,0.285053,0.686593,0.190000,0.092017,0.258153,0.348710,0.039000,
Leckerli One,Regular,0.269053,0.345684,0.662098,0.260000,0.430577,0.194003,0.303081,0.156000,
Ledger,Regular,0.259368,0.348105,0.691241,0.250000,0.337927,0.168424,0.274332,0.080000,
Lekton,Bold,0.194421,0.303684,0.680848,0.250000,0.474899,0.124402,0.270305,0.038000,
Lekton,Italic,0.198421,0.303684,0.679010,0.240000,0.258275,0.181961,0.273565,0.061000,
Lekton,Regular,0.179263,0.301684,0.715135,0.240000,0.306096,0.149099,0.252724,0.040000,
Lemon,Regular,0.297895,0.371158,0.647547,0.320000,0.541944,0.155347,0.242995,0.100000,
Libre Baskerville,Bold,0.291053,0.353684,0.672855,0.270000,0.402699,0.166754,0.282216,0.089000,
Libre Baskerville,Italic,0.283789,0.353158,0.671125,0.280000,0.318598,0.203351,0.294658,0.136000,
Libre Baskerville,Regular,0.270842,0.352632,0.688845,0.270000,0.342479,0.185155,0.303716,0.098000,
Libre Caslon Text,Bold,0.277579,0.354842,0.680819,0.270000,0.440304,0.162131,0.278441,0.068000,
Libre Caslon Text,Italic,0.306000,0.355368,0.661870,0.280000,0.279245,0.209709,0.332102,0.109000,
Libre Caslon Text,Regular,0.251263,0.354316,0.701117,0.270000,0.340060,0.173585,0.291114,0.069000,
Life Savers,Bold,0.246421,0.340947,0.684172,0.250000,0.331555,0.149393,0.258479,0.082000,
Life Savers,ExtraBold,0.253579,0.340947,0.677428,0.250000,0.402200,0.161577,0.271765,0.088000,
Life Savers,Regular,0.234421,0.335474,0.711216,0.240000,0.230708,0.246761,0.389933,0.068000,
Lilita One,Regular,0.235368,0.329368,0.673370,0.270000,0.596832,0.139270,0.248361,0.048000,
Lily Script One,Regular,0.275158,0.352842,0.658366,0.260000,0.426759,0.176164,0.265401,0.165000,
Limelight,Regular,0.252000,0.315368,0.677727,0.270000,0.483382,0.196572,0.325338,0.028000,
Linden Hill,Italic,0.216632,0.311263,0.691385,0.210000,0.274235,0.250683,0.356657,0.085000,
Linden Hill,Regular,0.228421,0.308000,0.688136,0.200000,0.293448,0.221909,0.328222,0.071000,
Lobster,Regular,0.249789,0.341474,0.667097,0.290000,0.427940,0.207626,0.307164,0.134000,
Lobster Two,Bold Italic,0.246421,0.332000,0.670796,0.270000,0.428001,0.216355,0.322941,0.129000,
Lobster Two,Bold,0.233895,0.332316,0.682672,0.280000,0.459138,0.183057,0.305581,0.093000,
Lobster Two,Italic,0.236316,0.330105,0.679493,0.280000,0.356432,0.223553,0.332179,0.119000,
Lobster Two,Regular,0.223158,0.329895,0.693950,0.280000,0.379712,0.189351,0.327324,0.086000,
Lohit Bengali,Regular,0.307368,0.388421,0.682608,0.450000,0.301378,0.094631,0.183632,0.032000,
Lohit Devanagari,Regular,0.311053,0.397368,0.679671,0.460000,0.320881,0.072922,0.144763,0.044000,
Lohit Tamil,Regular,0.290316,0.362421,0.672194,0.420000,0.280550,0.095479,0.184432,0.020000,
Londrina Outline,Regular,0.205895,0.320632,0.682841,0.270000,0.049833,0.129381,0.203918,0.056000,
Londrina Shadow,Regular,0.219684,0.333895,0.674798,0.280000,0.141137,0.174764,0.279289,0.071000,
Londrina Sketch,Regular,0.202842,0.316526,0.683238,0.270000,0.145220,0.212403,0.301120,0.075000,
Londrina Solid,Regular,0.200421,0.315684,0.687232,0.270000,0.585539,0.153021,0.266794,0.043000,
Lora,Bold Italic,0.260526,0.336105,0.667477,0.270000,0.454388,0.169103,0.288070,0.097000,
Lora,Bold,0.258737,0.332737,0.670446,0.250000,0.463162,0.167648,0.300126,0.072000,
Lora,Italic,0.247368,0.333158,0.686819,0.270000,0.316127,0.203207,0.334257,0.083000,
Lora,Regular,0.246421,0.330526,0.690522,0.250000,0.333362,0.175101,0.311723,0.070000,
Loved by the King,Regular,0.157368,0.361579,0.770453,0.420000,0.262690,0.187276,0.294951,0.067000,
Lovers Quarrel,Regular,0.222105,0.253263,0.654004,0.160000,0.179672,0.394803,0.543144,0.111000,
Love Ya Like A Sister,Regular,0.220737,0.312105,0.666061,0.280000,0.335692,0.158060,0.223289,0.091000,
Luckiest Guy,Regular,0.260737,0.335158,0.644278,0.350000,0.626102,0.134029,0.230230,0.050000,
Lusitana,Bold,0.254632,0.330947,0.677400,0.230000,0.408496,0.166470,0.266711,0.084000,
Lusitana,Regular,0.239474,0.327368,0.694057,0.230000,0.327799,0.186587,0.288630,0.087000,
Lustria,Regular,0.243263,0.339158,0.700170,0.270000,0.309842,0.173121,0.254623,0.081000,
Macondo,Regular,0.209263,0.319684,0.709047,0.240000,0.359596,0.213206,0.322408,0.049000,
Macondo Swash Caps,Regular,0.225263,0.335053,0.700598,0.240000,0.344407,0.213003,0.321514,0.099000,
Magra,Bold,0.224105,0.332105,0.677048,0.290000,0.551033,0.142833,0.269948,0.035000,
Magra,Regular,0.199895,0.323158,0.706968,0.280000,0.406963,0.142625,0.243023,0.029000,
Maiden Orange,Regular,0.190526,0.320526,0.695419,0.270000,0.438663,0.150933,0.248038,0.073000,
Mako,Regular,0.200000,0.303579,0.704520,0.250000,0.421317,0.141290,0.279691,0.023000,
Mallanna,Regular,0.197263,0.273053,0.703361,0.220000,0.383062,0.184872,0.295229,0.038000,
Mandali,Regular,0.217368,0.310421,0.707318,0.240000,0.376233,0.156702,0.253055,0.034000,
Marcellus,Regular,0.230000,0.327684,0.713960,0.250000,0.319935,0.179784,0.289950,0.044000,
Marcellus SC,Regular,0.233474,0.316737,0.701962,0.270000,0.316405,0.184093,0.285704,0.044000,
Marck Script,Regular,0.234421,0.290316,0.655649,0.200000,0.287363,0.244818,0.334947,0.138000,
Margarine,Regular,0.226526,0.359684,0.687851,0.350000,0.432602,0.177004,0.288119,0.081000,
Marko One,Regular,0.254947,0.343263,0.677421,0.270000,0.445297,0.156330,0.257350,0.061000,
Marmelad,Regular,0.224105,0.316737,0.689388,0.250000,0.419564,0.162414,0.286787,0.051000,
Martel,Bold,0.263474,0.350211,0.680167,0.270000,0.418985,0.148725,0.257953,0.070000,
Martel,DemiBold,0.252211,0.347368,0.695743,0.270000,0.357646,0.154283,0.242470,0.070000,
Martel,ExtraBold,0.268632,0.351263,0.672108,0.270000,0.447043,0.153861,0.278917,0.072000,
Martel,Heavy,0.281895,0.354105,0.662728,0.270000,0.503971,0.151178,0.273807,0.074000,
Martel,Light,0.247263,0.345684,0.703352,0.270000,0.302670,0.158564,0.271781,0.069000,
Martel,Regular,0.251684,0.347053,0.697051,0.270000,0.340212,0.150105,0.244393,0.072000,
Martel Sans,Black,0.268000,0.330947,0.661916,0.280000,0.563755,0.152507,0.288328,0.026000,
Martel Sans,Bold,0.246421,0.327053,0.677639,0.270000,0.496891,0.158552,0.310907,0.022000,
Martel Sans,ExtraBold,0.258632,0.331684,0.668514,0.280000,0.535949,0.156289,0.297243,0.026000,
Martel Sans,ExtraLight,0.206316,0.318526,0.746319,0.260000,0.298308,0.202434,0.314632,0.019000,
Martel Sans,Light,0.219684,0.319895,0.709732,0.260000,0.356201,0.145523,0.248699,0.025000,
Martel Sans,Regular,0.226947,0.330105,0.698182,0.270000,0.385587,0.134996,0.240766,0.026000,
Martel Sans,SemiBold,0.237368,0.326526,0.687779,0.270000,0.438585,0.151160,0.295822,0.022000,
Martel,UltraLight,0.249158,0.345895,0.713019,0.270000,0.284626,0.160894,0.261631,0.064000,
Marvel,Bold Italic,0.181053,0.298737,0.682429,0.250000,0.298097,0.144931,0.209720,0.057000,
Marvel,Bold,0.151158,0.298737,0.746196,0.250000,0.367978,0.121017,0.236035,0.030000,
Marvel,Italic,0.178737,0.298211,0.686478,0.250000,0.254092,0.189710,0.267684,0.050000,
Marvel,Regular,0.147895,0.298211,0.763208,0.250000,0.327583,0.156573,0.276791,0.029000,
Mate,Italic,0.223263,0.318737,0.682824,0.250000,0.283963,0.206277,0.286195,0.090000,
Mate,Regular,0.221263,0.314526,0.695084,0.230000,0.321309,0.158349,0.275760,0.066000,
Mate SC,Regular,0.223368,0.299895,0.684145,0.250000,0.322198,0.163382,0.278223,0.066000,
Maven Pro,Black,0.228421,0.295158,0.669322,0.250000,0.604081,0.155762,0.338367,0.022000,
Maven Pro,Bold,0.216632,0.293895,0.686573,0.250000,0.507876,0.159191,0.347795,0.025000,
Maven Pro,Medium,0.209474,0.293789,0.699978,0.250000,0.444478,0.157828,0.292905,0.023000,
Maven Pro,Regular,0.204947,0.292526,0.716241,0.250000,0.380130,0.145396,0.274826,0.023000,
McLaren,Regular,0.245474,0.341053,0.675879,0.280000,0.404961,0.160687,0.237752,0.046000,
Meddon,Regular,0.444316,0.415789,0.666719,0.220000,0.241924,0.171554,0.243938,0.190000,
MedievalSharp,Regular,0.235158,0.334842,0.679915,0.280000,0.329669,0.193398,0.315992,0.070000,
Medula One,Regular,0.136526,0.302632,0.751554,0.260000,0.471745,0.142087,0.253319,0.051000,
Megrim,Medium,0.188947,0.303895,0.741973,0.290000,0.221157,0.292107,0.492333,0.025000,
Meie Script,Regular,0.317263,0.259368,0.672490,0.150000,0.232126,0.266234,0.338896,0.090000,
Merge One,Regular,0.218316,0.312421,0.696726,0.250000,0.383651,0.154517,0.238382,0.040000,
Merienda,Bold,0.257158,0.383263,0.672750,0.330000,0.417616,0.161495,0.267768,0.092000,
Merienda One,Regular,0.257158,0.383263,0.672750,0.330000,0.417609,0.161473,0.267770,0.092000,
Merienda,Regular,0.242211,0.381263,0.687329,0.330000,0.358985,0.149766,0.230091,0.089000,
Merriweather,Black Italic,0.278632,0.357053,0.666630,0.290000,0.453160,0.160883,0.268761,0.097000,
Merriweather,Black,0.285474,0.361474,0.671786,0.280000,0.536652,0.141157,0.264925,0.074000,
Merriweather,Bold Italic,0.266842,0.355684,0.672654,0.290000,0.407111,0.156969,0.254113,0.093000,
Merriweather,Bold,0.275263,0.358737,0.677811,0.280000,0.479090,0.148260,0.273621,0.072000,
Merriweather,Italic,0.253474,0.354000,0.679155,0.290000,0.354897,0.153883,0.224414,0.092000,
Merriweather,Light Italic,0.248632,0.353158,0.693222,0.290000,0.285056,0.151642,0.226319,0.086000,
Merriweather,Light,0.255684,0.355368,0.703324,0.280000,0.322255,0.137504,0.230022,0.070000,
Merriweather,Regular,0.262316,0.357368,0.690803,0.280000,0.391129,0.138502,0.245340,0.073000,
Merriweather Sans,Bold Italic,0.252842,0.345053,0.670200,0.280000,0.436522,0.169085,0.299764,0.066000,
Merriweather Sans,Bold,0.253684,0.348211,0.684556,0.280000,0.517077,0.151855,0.288151,0.030000,
Merriweather Sans,ExtraBold Italic,0.269579,0.347684,0.661044,0.280000,0.503798,0.167670,0.300843,0.071000,
Merriweather Sans,ExtraBold,0.264316,0.349789,0.676082,0.280000,0.566770,0.143685,0.268334,0.028000,
Merriweather Sans,Italic,0.238105,0.342316,0.684875,0.280000,0.371168,0.150389,0.222286,0.067000,
Merriweather Sans,Light Italic,0.234632,0.340526,0.696551,0.280000,0.300462,0.140137,0.215111,0.060000,
Merriweather Sans,Light,0.230737,0.342632,0.720376,0.280000,0.354742,0.129720,0.227393,0.029000,
Merriweather Sans,Regular,0.236421,0.344211,0.701294,0.280000,0.424977,0.144968,0.277396,0.029000,
Mervale Script,Regular,0.246421,0.342526,0.651192,0.210000,0.269037,0.263423,0.363388,0.140000,
Metal Mania,Regular,0.229474,0.337684,0.669986,0.310000,0.404201,0.171431,0.281975,0.081000,
Metal,Regular,0.237684,0.307158,0.649869,0.310000,0.221128,0.070388,0.179420,0.020000,
Metamorphous,Regular,0.275053,0.376316,0.692310,0.300000,0.342703,0.164709,0.251075,0.088000,
Metrophobic,Regular,0.209474,0.314526,0.701025,0.270000,0.369958,0.142109,0.230397,0.042000,
Miama,Regular,0.419684,0.470632,0.672522,0.450000,0.160596,0.201749,0.258383,0.133000,
Michroma,Regular,0.324211,0.333053,0.685372,0.300000,0.383136,0.119886,0.247141,0.025000,
Milonga,Regular,0.257789,0.364421,0.680951,0.250000,0.346583,0.171264,0.270879,0.108000,
Miltonian,Regular,0.274000,0.297053,0.666241,0.230000,0.312069,0.215602,0.338035,0.117000,
Miltonian Tattoo,Regular,0.274105,0.299895,0.672767,0.230000,0.418349,0.193941,0.320905,0.103000,
Miniver,Regular,0.267789,0.351789,0.654928,0.270000,0.314463,0.164656,0.212996,0.144000,
Miss Fajardose,Regular,0.332000,0.281053,0.663091,0.110000,0.128926,0.448808,0.553080,0.141000,
Modak,Regular,0.258947,0.312632,0.637380,0.290000,0.730363,0.159294,0.272386,0.068000,
Modern Antiqua,Regular,0.253053,0.344316,0.681551,0.270000,0.332271,0.156239,0.273031,0.077000,
Molengo,Regular,0.205789,0.314105,0.709900,0.230000,0.365144,0.147394,0.240165,0.030000,
Molle,Regular,0.323684,0.329263,0.643539,0.220000,0.389309,0.210180,0.313422,0.185000,
Monda,Bold,0.236947,0.325789,0.673264,0.270000,0.507814,0.143086,0.317762,0.030000,
Monda,Regular,0.218947,0.324000,0.694671,0.270000,0.418618,0.123362,0.250039,0.037000,
Monofett,Regular,0.280526,0.334000,0.619785,0.340000,0.736561,0.144985,0.248736,0.119000,
Monoton,Regular,0.316947,0.376947,0.654929,0.360000,0.384164,0.213782,0.369738,0.118000,
Monsieur La Doulaise,Regular,0.383579,0.336526,0.669839,0.110000,0.122667,0.387109,0.506980,0.133000,
Montaga,Regular,0.236526,0.324632,0.704525,0.240000,0.309563,0.220746,0.313128,0.071000,
Montez,Regular,0.204842,0.317368,0.688658,0.210000,0.253322,0.264347,0.397315,0.087000,
Montserrat Alternates,Bold,0.253474,0.325895,0.664421,0.270000,0.545803,0.171255,0.309420,0.058000,
Montserrat Alternates,Regular,0.244211,0.322842,0.680651,0.270000,0.465169,0.173737,0.324900,0.059000,
Montserrat,Black,0.282105,0.325474,0.651325,0.280000,0.658117,0.143077,0.282292,0.028000,
Montserrat,Bold,0.264526,0.319263,0.662199,0.270000,0.576898,0.162612,0.319346,0.029000,
Montserrat,Light,0.230632,0.321684,0.709431,0.270000,0.380128,0.152281,0.264146,0.029000,
Montserrat,Regular,0.244947,0.317789,0.680861,0.270000,0.456882,0.169617,0.343168,0.030000,
Montserrat Subrayada,Bold,0.325053,0.335053,0.636005,0.350000,0.466121,0.152653,0.252884,0.047000,
Montserrat Subrayada,Regular,0.320000,0.333474,0.637268,0.350000,0.388386,0.149913,0.250064,0.048000,
Montserrat,Thin,0.211053,0.309789,0.825174,0.260000,0.162131,0.238094,0.366651,0.016000,
Moul Pali,Regular,0.237684,0.313789,0.652554,0.320000,0.218258,0.072145,0.160702,0.024000,
Moul,Regular,0.237684,0.313789,0.652554,0.320000,0.218258,0.072258,0.160923,0.024000,
Mountains of Christmas,Bold,0.213474,0.329579,0.690256,0.330000,0.332835,0.163400,0.261175,0.105000,
Mountains of Christmas,Regular,0.203158,0.324421,0.708687,0.320000,0.252605,0.222123,0.332176,0.092000,
Mouse Memoirs,Regular,0.150632,0.317263,0.726943,0.270000,0.510604,0.146633,0.277636,0.043000,
Mplus 1p,Black,0.270947,0.340632,0.654562,0.260000,0.593461,0.123191,0.229424,0.032000,
Mplus 1p Bold,Bold,0.251263,0.337474,0.670431,0.260000,0.486333,0.143337,0.275426,0.034000,
Mplus 1p,ExtraBold,0.260105,0.339579,0.663255,0.260000,0.546023,0.135904,0.246808,0.033000,
Mplus 1p,Light,0.222316,0.332737,0.736865,0.260000,0.259687,0.192949,0.298079,0.033000,
Mplus 1p,Medium,0.239579,0.335474,0.684863,0.260000,0.427392,0.136553,0.259892,0.034000,
Mplus 1p,Regular,0.229684,0.333684,0.703559,0.260000,0.340783,0.119748,0.223827,0.033000,
Mplus 1p,Thin,0.212737,0.330737,0.812661,0.260000,0.131297,0.199329,0.340071,0.018000,
Mr Bedfort,Regular,0.274842,0.372211,0.674795,0.180000,0.266123,0.244055,0.343586,0.141000,
Mr Dafoe,Regular,0.338105,0.316316,0.636445,0.190000,0.292328,0.209441,0.239220,0.119000,
Mr De Haviland,Regular,0.267053,0.300947,0.651916,0.150000,0.155544,0.446314,0.587924,0.092000,
Mrs Saint Delafield,Regular,0.290526,0.309895,0.667255,0.130000,0.168082,0.448745,0.570083,0.081000,
Mrs Sheppards,Regular,0.327895,0.324632,0.648781,0.200000,0.391290,0.223617,0.318148,0.165000,
Muli,Italic,0.238526,0.316105,0.683794,0.250000,0.355265,0.150018,0.250382,0.047000,
Muli,Light Italic,0.232211,0.319263,0.692181,0.250000,0.289462,0.182337,0.305894,0.042000,
